关键词,页码,序号,书名,score
老人 读物,5,23,伊索寓言 来川英文原著分级足量阅读 初中高中生英语课外 英文书籍中英双语版书籍英语书籍双语英语小说 可选套餐：童话故事 短篇小说,13.920166666666667
老人 读物,5,24,中学生课外阅读推荐儒林外史简爱老人与海格列佛游记红与黑唐吉坷德名著导读文学书籍阅读丛书名师导读 与海,12.180145833333327
老人 读物,5,25,科普新知 老年健康生活丛书易读大号字体老年人日常生活知识普及家庭生活健康养生经络养老金融理财旅游园艺,10.440124999999995
老人 读物,5,26,老人与海 来川英文原著分级阅读蓝宝书 全新排版方式 中英文注释对照 流畅阅读 提升英语能力 通用版本小学及以上都可阅读 5本：汤姆索亚+短篇小,8.700104166666662
老人 读物,5,27,老人与海 来川英文原著分级阅读蓝宝书 全新排版方式 中英文注释对照 流畅阅读 提升英语能力 通用版本小学及以上都可阅读 9本：伊索寓言+童话故,6.96008333333333
老人 读物,5,28,老人与海 来川英文原著分级阅读蓝宝书 全新排版方式 中英文注释对照 流畅阅读 提升英语能力 通用版本小学及以上都可阅读 2本：短篇小说+与海,5.220062499999997
老人 读物,5,29,【大字版】水浒传全套5册中华书局正版四大名著原著全文完整版无删减高中青少年版老年人版中华大字经典,3.480041666666665
老人 读物,5,30,快乐读书吧五年级上册下册欧洲民间故事聪明的牧羊人中国民间故事田螺姑娘非洲民间故事的智慧小学生五年级课外书必读书目课外阅读人民教,1.7400208333333325
中老年 书,1,1,更好更年期 北京协和医院妇产科主任医师陈蓉 24年临床经验总结 女性 养生防病必备书籍 中信出版社 阅读狂欢节,100.0
中老年 书,1,2,吃土：强健肠道、提升免疫系统 肠子的小心思吃出自愈力救命饮食疗减肥慢性疲劳关节甲状腺病身体由我成人儿童孕妇中老年人营养学抗炎保健养生,96.66666666666667
中老年 书,1,3,中老年食疗养生一本全 保健饮食养生菜谱食品大全 养生大系老年人养生大全食谱调理 食疗营养健康百科全书 食疗养生一本全,93.33333333333333
中老年 书,1,4,自营 女性身体的秘密：更年期健康与幸福全书 克里斯蒂安·诺斯鲁普著 著名妇产科专家 更年期的智慧 回归自我 中年 职业觉醒 更年期 女性健康 保,90.0
中老年 书,1,5,国医养生堂-二十四式太极拳与养生 国医养生堂系列中医养生运动保健书籍 阅读狂欢节,86.66666666666667
中老年 书,1,6,中老年人必知的365个养生法（大字插图超值版） 阅读狂欢节,83.33333333333334
中老年 书,1,7,图解八段锦太极拳一看就懂 八段锦书籍健身养生古法国术内外兼修的国术强身健体养生书籍正版 阅读狂欢节,80.0
中老年 书,1,8,你好呀 更年期：关于更年期你需要知道的一切 阅读狂欢节,76.66666666666666
中老年 书,1,9,50岁之后的力量训练（第3版修订版）(人邮体育出品) 阅读狂欢节,73.33333333333334
中老年 书,1,10,【官方正版】现货 更好更年期 北京协和医院妇产科主任医师陈蓉 24年临床经验总结 女性 养生防病必备书籍 社 女性身体的秘密,70.0
中老年 书,1,11,中老年营养百科 近500页的饮食营养内容 更年期综合征、高血糖、高血脂、高血压等5大类健康问题指导 200多种日常食物营养价值详解 助力中老,66.66666666666667
中老年 书,1,12,营养治病养生大系中老年人食物营养学健康养生保健食谱四季养生日常疾病预防养生知识家庭营养健康保健养生 养生大系营养治病.,63.33333333333333
中老年 书,1,13,来吧更年期 更年期健康生活指南 更好更年期 女性身体的秘密 更年期 雌激素 脑科学 神经科学 中信出版社 阅读狂欢节,60.0
中老年 书,1,14,长寿的活法（凤凰生活） 阅读狂欢节,56.666666666666664
中老年 书,1,15,老年人怎样才能更长寿（生活养生） 阅读狂欢节,53.333333333333336
中老年 书,1,16,301医院营养专家--老年人饮食营养一本通 阅读狂欢节,50.0
中老年 书,1,17,中老年常见病保健手册 阅读狂欢节,46.666666666666664
中老年 书,1,18,送给爸妈的健康书：更年期饮食中医调养法四季养生食谱书籍大全自愈力健康饮食法营养餐搭配百病食疗食补抗老生活家常菜菜谱 送给爸妈的健康,43.333333333333336
中老年 书,1,19,逆转糖尿病 145张插图轻松图解饮食—运动—用药—代谢手术 只要缓解糖尿病 可以按这个来！ 阅读狂欢节,40.0
中老年 书,1,20,65岁第一次健身 87岁成为教练 93岁健身奶奶的长寿秘诀 零经验健身指南 健身方法 运动 健康 中信出版社 阅读狂欢节,36.66666666666667
中老年 书,1,21,【赠书签】老人与海 作家榜 中国现当代文学小说世界名著 学生课外阅读新华书店旗舰店正版,33.333333333333336
中老年 书,1,22,中国居民膳食指南2025 中国居民膳食指南大全 引导国人树立科学饮食观 儿童青少年男性女性老年人居民饮食营养食谱 科学减肥食谱养生之道四季饮食,30.000000000000004
中老年 书,1,23,包邮 更好更年期 女性身体的秘密 陈蓉24年临床经验总结 女性 更年期健康与幸福全书 中信书店,26.66666666666667
中老年 书,1,24,老人与海 青少版,23.33333333333333
中老年 书,1,25,重生之路 阿尔茨海默病的预防与逆转 尹烨、樊登推荐图书《终结阿尔茨海默病》作者新作 教你呵护大脑,19.999999999999996
中老年 书,1,26,控血糖、护心脑 食养全家一本就够 阅读狂欢节,16.666666666666664
中老年 书,1,27,阅读狂欢节 更好更年期 包邮 北京协和医院妇产科主任医师 陈蓉等著 郎景和院士作序 郁琦审订 冯唐 谭先杰 于康推荐 中信出版社图书,13.33333333333333
中老年 书,1,28,【正版】战胜病毒的生活方式 提高增强中老年女性儿童抵抗力书籍菜谱食谱饮食营养与健康书籍饮食营养食疗健康书籍,9.999999999999998
中老年 书,1,29,中老年女性 养生防病书籍 社 女性身体的秘密 北京协和医院妇产科主任医师陈蓉 24年临床经验总结,6.666666666666665
中老年 书,1,30,老年人，吃得对才能活得好.老年人膳食营养营养误区老年朋友延年益寿,3.3333333333333326
中老年 书,2,1,食养有道 老年人合理膳食指导手册,85.0
中老年 书,2,2,骨质疏松早防慢补快治：骨质疏松防治与康复指南,82.16666666666667
中老年 书,2,3,中老年长寿保健千问千答 中老年人养生法 家庭营养健康黄帝内经百科全书,79.33333333333333
中老年 书,2,4,缓解腰痛这么练就对了 中老年大图大字版（人邮体育出品）,76.5
中老年 书,2,5,中老年人力量训练指南 第2版修订版（人邮体育出品）,73.66666666666667
中老年 书,2,6,降三高这样吃 糖尿病食谱糖尿病饮食高血压营养学书籍血糖控制一本就够食谱三高并发症饮食方案大全饮,70.83333333333334
中老年 书,2,7,拉筋拍打治百病正版学习拉筋拍打的基础入门零基础学经络穴位对症疗法中医养生保健全书中老年人健身锻炼身体的长寿保健方法书籍 拉筋拍打治,68.0
中老年 书,2,8,养成一生不痴呆大脑的77个习惯（主持人赵川老师推荐，畅销百万册，健康养生，日本老年精神科医生、学习之神和田秀树新作）,65.16666666666666
中老年 书,2,9,养生大系--中老年食疗养生一本全,62.333333333333336
中老年 书,2,10,世界十大经典名著：百万英镑+简爱+老人与海+复活+巴黎圣母院+瓦尔登湖+呼啸山庄+钢铁+哈姆莱特+了不起的盖茨比,59.49999999999999
中老年 书,2,11,中老年健康长寿秘诀,56.66666666666667
中老年 书,2,12,缓解肩部疼痛 这么练就对了 中老年大图大字版（人邮体育出品）,53.83333333333333
中老年 书,2,13,老年人关注的100个健康问题,51.0
中老年 书,2,14,睡不着，怎么办,48.166666666666664
中老年 书,2,15,正版让夕阳红起来（学了凡 立家训 传家业）35,45.333333333333336
中老年 书,2,16,全彩图解 正版拉筋拍打治百病 一学就会的经络穴位对症疗法中医传统养生保健全书 中老年人健身养生锻炼,42.5
中老年 书,2,17,全彩图解 正版拉筋拍打治百病 经络穴位对症疗法中医传统养生保健全书 中老年人健身养生锻炼,39.666666666666664
中老年 书,2,18,拉筋拍打治病大全 零基础学经络穴位对症疗法中医传统养生保健全书 中老年人健身养生锻炼身体的长寿保健方法书籍,36.833333333333336
中老年 书,2,19,建工社正版 4本套 养老设施建筑设计详解123 彩色版 清华大学教授周燕珉等编著 中国老年养老建筑设计总体情况,34.0
中老年 书,2,20,301医院营养专家--老年人饮食营养一本通,31.166666666666668
中老年 书,2,21,张至顺道家养生智慧 中华养生智慧丛书 金莲田编著 米晶子道长的道家中医养生书籍中老年人保健养生全书 华龄出版社 正版书籍,28.333333333333336
中老年 书,2,22,免疫力战胜病毒的生活方式 提高增强女性儿童抵抗力免疫力菜谱食谱增强免疫力饮食营养与健康保健书籍 免疫力：战胜病毒的生活方式,25.500000000000004
中老年 书,2,23,【当当正版】终结阿尔茨海默病--全球首套防止与逆转老人痴呆的个性化程序 戴尔·E.布来得森 樊登读书会推荐 【2册】终结阿尔茨海默病+实操手册,22.66666666666667
中老年 书,2,24,老年人的膳食原则和常见营养问题（上）,19.83333333333333
中老年 书,2,25,快乐老人健康枕边书,16.999999999999996
中老年 书,2,26,阳光心态/老年健康生活丛书,14.166666666666664
中老年 书,2,27,中老年看图自学电子琴 二维码视频版(优枢学堂出品),11.33333333333333
中老年 书,2,28,中老年食疗养生一本全,8.499999999999998
中老年 书,2,29,养好心 年轻20岁,5.666666666666665
中老年 书,2,30,老年高血压患者自我管理科普手册,2.8333333333333326
中老年 书,3,1,更好更年期 赠视频课 陈蓉等著 郎景和院士作序 谭先杰 于康推荐 更年期不是病 更,72.24999999999999
中老年 书,3,2,老年人居家锻炼计划视频版9787521424836+老年人精神生活健康指南老年人必读书籍老年人养生书籍中国医药科技出版社 2本套老年人居家锻炼计划老年人,69.84166666666665
中老年 书,3,3,阅读狂欢节 银发世代 路易斯阿伦森著 普利策奖终入围 协和老年医学专家审定 不得不读的老年之 老年医学 老年化社会 中信出版社图书,67.43333333333332
中老年 书,3,4,学会吃！快速调理高血压 家庭中医保健食疗养生书籍 高血压防治疾病饮食调理营养健康参考指南 防治高血压办法降压食材食谱,65.02499999999999
中老年 书,3,5,自选】中国居民膳食指南2022版专业版科普版2025年适用 中国学龄儿童膳食指南 人民卫生出版社 中国营养学会编著婴幼学龄儿童少年成人老年人饮食营,62.61666666666666
中老年 书,3,6,正版旧书 中老年自我治病奇效方集锦第2版,60.20833333333332
中老年 书,3,7,张至顺道家养生智慧,57.79999999999999
中老年 书,3,8,中老年人必知的365个养生法：大字插图超值版,55.39166666666665
中老年 书,3,9,养成一生不痴呆大脑的77个习惯（畅销书作家、学习之神和田秀树力作）,52.98333333333333
中老年 书,3,10,求医不如求己正版著家庭健康与医疗大全集常见病防治家庭医生常见病情解析诊断预防中医养生入门书籍排,50.57499999999999
中老年 书,3,11,AI时代的老年生活 图书,48.166666666666664
中老年 书,3,12,【三册】生活保健高血压高血脂糖尿病中医食养方食疗养生书籍大全中医中老年人预防糖尿病治疗高血脂高血压食补药膳学营养食谱实用 全3册 食疗,45.75833333333332
中老年 书,3,13,老年健康评估尹守峰养生/保健9787567243927,43.34999999999999
中老年 书,3,14,老年中医养生保健,40.941666666666656
中老年 书,3,15,张至顺道家养生智慧 金莲田 编 华龄出版社 9787516915554,38.533333333333324
中老年 书,3,16,【京仓自营明日达】中老年人必知的365个养生法（大字插图超值版）,36.12499999999999
中老年 书,3,17,活到天年 武国忠 9787538438604 吉林科学技术出版社,33.71666666666666
中老年 书,3,18,老偏方-老祖宗传下来的灵丹妙 全彩珍藏版中国家庭 100%全新正版[假一罚十] 中医名著本草*纲目,31.30833333333333
